Worker ID,Nama,No. HP,Email,Tanggal Lahir,Gender,Pekerjaan,Pengalaman,Kecamatan,Kabupaten/Kota,Provinsi
7804,Kartika Yolanda,81437042887,kartikayolanda@gmail.com,5/24/1996,Wanita,ART,3,Pulo Gadung,Jakarta Timur,DKI Jakarta
7805,Cengkal Halim,81540742887,cengkalhalim@gmail.com,10/15/1995,Pria,Tukang,8,Tanjung Priok,Jakarta Utara,DKI Jakarta
7806,Cindy Padmasari,81339842887,cindypadmasari@gmail.com,1/9/2003,Wanita,Teknisi Elektronik,12,Teluknaga,Kabupaten Tangerang,Banten
7807,Makara Permadi,81327342887,makarapermadi@gmail.com,2/14/1974,Pria,Supir,5,Sawah Besar,Jakarta Pusat,DKI Jakarta
7808,Carla Hassanah,81632942887,carlahassanah@gmail.com,1/8/1989,Wanita,ART,10,Kelapa Gading,Jakarta Utara,DKI Jakarta
7809,Xanana Dabukke,81634842887,xananadabukke@gmail.com,10/21/1964,Pria,Cleaning Service,14,Kemayoran,Jakarta Pusat,DKI Jakarta
7810,Olga Wahyudin,81528342887,olgawahyudin@gmail.com,1/23/1974,Pria,Teknisi Komputer,4,Johar Baru,Jakarta Pusat,DKI Jakarta
7811,Ghaliyati Wijayanti,81413642887,ghaliyatiwijayanti@gmail.com,3/23/1979,Wanita,Teknisi Komputer,9,Cisauk,Kabupaten Tangerang,Banten
7812,Kamaria Mandasari,81486742887,kamariamandasari@gmail.com,4/12/1969,Wanita,Cleaning Service,4,Jatinegara,Jakarta Timur,DKI Jakarta
7813,Margana Waskita,81696042887,marganawaskita@gmail.com,3/21/1985,Pria,Teknisi Elektronik,3,Sukadiri,Kabupaten Tangerang,Banten
7814,Harjaya Tampubolon,81256442887,harjayatampubolon@gmail.com,9/11/1971,Pria,Teknisi Elektronik,9,Balaraja,Kabupaten Tangerang,Banten
7815,Ismail Waluyo,81202442887,ismailwaluyo@gmail.com,6/7/1990,Pria,Teknisi Komputer,5,Kemiri,Kabupaten Tangerang,Banten
7816,Heru Narpati,81812842887,herunarpati@gmail.com,6/28/1975,Pria,Teknisi Komputer,10,Kembangan,Jakarta Barat,DKI Jakarta
7817,Ulya Rahmawati,81591142887,ulyarahmawati@gmail.com,3/21/1974,Wanita,Cleaning Service,8,Rajeg,Kabupaten Tangerang,Banten
7818,Genta Purwanti,81288142887,gentapurwanti@gmail.com,7/31/1969,Wanita,Teknisi Komputer,15,Benda,Kota Tangerang,Banten
7819,Aris Samosir,81584242887,arissamosir@gmail.com,10/4/1964,Pria,Supir,9,Pasar Kemis,Kabupaten Tangerang,Banten
7820,Uda Winarno,81828342887,udawinarno@gmail.com,1/11/1991,Pria,Supir,15,Batuceper,Kota Tangerang,Banten
7821,Mulyono Sihotang,81378542887,mulyonosihotang@gmail.com,3/26/1988,Pria,Tukang,6,Matraman,Jakarta Timur,DKI Jakarta
7822,Darsirah Adriansyah,81947142887,darsirahadriansyah@gmail.com,2/28/2002,Pria,Cleaning Service,12,Jatiuwung,Kota Tangerang,Banten
7823,Kemba Wibowo,81824542887,kembawibowo@gmail.com,11/17/1989,Pria,Supir,8,Sepatan,Kabupaten Tangerang,Banten
7824,Hendra Ramadan,81979042887,hendraramadan@gmail.com,6/1/1992,Pria,Cleaning Service,6,Kronjo,Kabupaten Tangerang,Banten
7825,Mursita Kurniawan,81956142887,mursitakurniawan@gmail.com,7/15/1986,Pria,Teknisi Komputer,13,Sepatan,Kabupaten Tangerang,Banten
7826,Nilam Widiastuti,81931342887,nilamwidiastuti@gmail.com,3/23/1991,Wanita,Cleaning Service,6,Benda,Kota Tangerang,Banten
7827,Oliva Puspita,81310942887,olivapuspita@gmail.com,3/22/1967,Wanita,Teknisi Komputer,13,Pancoran,Jakarta Selatan,DKI Jakarta
7828,Rizki Thamrin,81184742887,rizkithamrin@gmail.com,4/29/2002,Pria,Tukang,12,Mekarbaru,Kabupaten Tangerang,Banten
7829,Malika Fujiati,81268142887,malikafujiati@gmail.com,5/1/1991,Wanita,ART,12,Johar Baru,Jakarta Pusat,DKI Jakarta
7830,Hafshah Utami,81516842887,hafshahutami@gmail.com,6/8/1975,Wanita,Teknisi Elektronik,15,Taman Sari,Jakarta Barat,DKI Jakarta
7831,Ayu Wastuti,81176642887,ayuwastuti@gmail.com,2/12/1985,Wanita,Cleaning Service,2,Pasar Minggu,Jakarta Selatan,DKI Jakarta
7832,Eli Nurdiyanti,81737942887,elinurdiyanti@gmail.com,1/16/1984,Wanita,Teknisi Komputer,11,Jatinegara,Jakarta Timur,DKI Jakarta
7833,Ganda Kuswoyo,81835342887,gandakuswoyo@gmail.com,1/7/1990,Pria,Teknisi Elektronik,9,Larangan,Kota Tangerang,Banten
7834,Kenzie Tamba,81599142887,kenzietamba@gmail.com,10/26/1977,Pria,Tukang,10,Grogol Petamburan,Jakarta Barat,DKI Jakarta
7835,Jasmani Waskita,81977442887,jasmaniwaskita@gmail.com,4/12/1967,Pria,Cleaning Service,1,Curug,Kabupaten Tangerang,Banten
7836,Zulfa Susanti,81790542887,zulfasusanti@gmail.com,12/1/1975,Wanita,Teknisi Elektronik,15,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
7837,Ifa Hasanah,81330242887,ifahasanah@gmail.com,5/27/1990,Wanita,Babysitter,8,Cikupa,Kabupaten Tangerang,Banten
7838,Galur Hidayat,81563842887,galurhidayat@gmail.com,8/7/1987,Pria,Teknisi Komputer,10,Kosambi,Kabupaten Tangerang,Banten
7839,Maida Hassanah,81133642887,maidahassanah@gmail.com,8/31/1973,Wanita,Teknisi Elektronik,1,Sepatan,Kabupaten Tangerang,Banten
7840,Jessica Zulaika,81567342887,jessicazulaika@gmail.com,5/1/1968,Wanita,Babysitter,11,Senen,Jakarta Pusat,DKI Jakarta
7841,Lutfan Sitompul,81401542887,lutfansitompul@gmail.com,7/26/1986,Pria,Tukang,11,Kebayoran Lama,Jakarta Selatan,DKI Jakarta
7842,Tasnim Damanik,81544742887,tasnimdamanik@gmail.com,1/13/1996,Pria,Teknisi Elektronik,11,Kramat Jati,Jakarta Timur,DKI Jakarta
7843,Ikin Zulkarnain,81558642887,ikinzulkarnain@gmail.com,2/16/1967,Pria,Teknisi Komputer,13,Periuk,Kota Tangerang,Banten
7844,Perkasa Mahendra,81190442887,perkasamahendra@gmail.com,8/21/1976,Pria,Cleaning Service,7,Tebet,Jakarta Selatan,DKI Jakarta
7845,Bagus Halim,81976242887,bagushalim@gmail.com,6/15/1994,Pria,Tukang,12,Kemiri,Kabupaten Tangerang,Banten
7846,Jamal Firmansyah,81560542887,jamalfirmansyah@gmail.com,11/15/1985,Pria,Cleaning Service,12,Pasar Kemis,Kabupaten Tangerang,Banten
7847,Carla Yolanda,81694342887,carlayolanda@gmail.com,11/23/1967,Wanita,Teknisi Komputer,13,Panongan,Kabupaten Tangerang,Banten
7848,Clara Purnawati,81931542887,clarapurnawati@gmail.com,3/6/1966,Wanita,Cleaning Service,1,Tigaraksa,Kabupaten Tangerang,Banten
7849,Bahuraksa Prayoga,81864542887,bahuraksaprayoga@gmail.com,3/17/1975,Pria,Tukang,3,Rajeg,Kabupaten Tangerang,Banten
7850,Devi Purnawati,81846542887,devipurnawati@gmail.com,10/23/1967,Wanita,ART,4,Cibodas,Kota Tangerang,Banten
7851,Indah Puspasari,81837942887,indahpuspasari@gmail.com,2/25/1974,Wanita,Teknisi Komputer,10,Tigaraksa,Kabupaten Tangerang,Banten
7852,Aurora Hartati,81758342887,aurorahartati@gmail.com,12/26/1986,Wanita,Teknisi Elektronik,14,Periuk,Kota Tangerang,Banten
7853,Cakrawangsa Wacana,81848942887,cakrawangsawacana@gmail.com,1/5/1980,Pria,Teknisi Elektronik,4,Tanjung Priok,Jakarta Utara,DKI Jakarta
7854,Imam Pratama,81348842887,imampratama@gmail.com,10/20/1999,Pria,Cleaning Service,1,Periuk,Kota Tangerang,Banten
7855,Dalima Nasyiah,81558342887,dalimanasyiah@gmail.com,1/3/1986,Wanita,Cleaning Service,4,Sindang Jaya,Kabupaten Tangerang,Banten
7856,Olivia Kusmawati,81859942887,oliviakusmawati@gmail.com,7/24/1994,Wanita,Teknisi Komputer,14,Solear,Kabupaten Tangerang,Banten
7857,Karta Hardiansyah,81267642887,kartahardiansyah@gmail.com,5/10/1986,Pria,Teknisi Elektronik,5,Taman Sari,Jakarta Barat,DKI Jakarta
7858,Yance Halimah,81547642887,yancehalimah@gmail.com,5/26/1966,Wanita,ART,1,Rajeg,Kabupaten Tangerang,Banten
7859,Mumpuni Santoso,81705742887,mumpunisantoso@gmail.com,9/2/1999,Pria,Supir,8,Johar Baru,Jakarta Pusat,DKI Jakarta
7860,Yunita Oktaviani,81444942887,yunitaoktaviani@gmail.com,11/23/1978,Wanita,Teknisi Komputer,3,Kemiri,Kabupaten Tangerang,Banten
7861,Margana Zulkarnain,81240942887,marganazulkarnain@gmail.com,7/9/2001,Pria,Teknisi Elektronik,14,Jagakarsa,Jakarta Selatan,DKI Jakarta
7862,Satya Uwais,81618842887,satyauwais@gmail.com,6/11/1976,Pria,Supir,5,Pagedangan,Kabupaten Tangerang,Banten
7863,Widya Suryatmi,81463742887,widyasuryatmi@gmail.com,12/25/1971,Wanita,Cleaning Service,2,Sukadiri,Kabupaten Tangerang,Banten
7864,Ganep Mandala,81980342887,ganepmandala@gmail.com,9/21/1987,Pria,Tukang,13,Taman Sari,Jakarta Barat,DKI Jakarta
7865,Pangeran Prasetyo,81295042887,pangeranprasetyo@gmail.com,3/8/1966,Pria,Cleaning Service,9,Sukamulya,Kabupaten Tangerang,Banten
7866,Ulva Pudjiastuti,81305342887,ulvapudjiastuti@gmail.com,10/20/2003,Wanita,ART,15,Mekarbaru,Kabupaten Tangerang,Banten
7867,Galiono Nashiruddin,81549642887,galiononashiruddin@gmail.com,10/8/1967,Pria,Tukang,9,Jambe,Kabupaten Tangerang,Banten
7868,Warsita Winarno,81226142887,warsitawinarno@gmail.com,6/19/1993,Pria,Tukang,7,Tambora,Jakarta Barat,DKI Jakarta
7869,Sakura Utami,81747242887,sakurautami@gmail.com,10/22/1986,Wanita,Babysitter,5,Periuk,Kota Tangerang,Banten
7870,Adhiarja Damanik,81232842887,adhiarjadamanik@gmail.com,1/10/1964,Pria,Teknisi Elektronik,3,Sepatan Timur,Kabupaten Tangerang,Banten
7871,Empluk Prabowo,81935842887,emplukprabowo@gmail.com,9/20/1984,Pria,Tukang,14,Pinang,Kota Tangerang,Banten
7872,Caraka Gunarto,81227142887,carakagunarto@gmail.com,2/17/1975,Pria,Cleaning Service,11,Jayanti,Kabupaten Tangerang,Banten
7873,Eli Kuswandari,81549742887,elikuswandari@gmail.com,7/6/2003,Wanita,Teknisi Elektronik,11,Penjaringan,Jakarta Utara,DKI Jakarta
7874,Margana Hutagalung,81366142887,marganahutagalung@gmail.com,8/3/1987,Pria,Supir,15,Pagedangan,Kabupaten Tangerang,Banten
7875,Elon Prabowo,81203142887,elonprabowo@gmail.com,1/24/1993,Pria,Teknisi Komputer,4,Matraman,Jakarta Timur,DKI Jakarta
7876,Dacin Ramadan,81258042887,dacinramadan@gmail.com,10/30/1981,Pria,Tukang,4,Periuk,Kota Tangerang,Banten
7877,Harimurti Hidayat,81224042887,harimurtihidayat@gmail.com,8/18/1991,Pria,Tukang,7,Jatiuwung,Kota Tangerang,Banten
7878,Endah Palastri,81923542887,endahpalastri@gmail.com,12/16/1974,Wanita,Teknisi Elektronik,4,Pasar Minggu,Jakarta Selatan,DKI Jakarta
7879,Dian Zulaika,81142342887,dianzulaika@gmail.com,3/24/1993,Wanita,Teknisi Elektronik,14,Kalideres,Jakarta Barat,DKI Jakarta
7880,Laksana Damanik,81342342887,laksanadamanik@gmail.com,4/22/1979,Pria,Teknisi Elektronik,9,Palmerah,Jakarta Barat,DKI Jakarta
7881,Maimunah Hasanah,81711242887,maimunahhasanah@gmail.com,9/10/1990,Wanita,Teknisi Elektronik,13,Benda,Kota Tangerang,Banten
7882,Kemal Pangestu,81843242887,kemalpangestu@gmail.com,9/1/1972,Pria,Teknisi Elektronik,12,Cakung,Jakarta Timur,DKI Jakarta
7883,Widya Zulaika,81796642887,widyazulaika@gmail.com,2/3/1981,Wanita,Teknisi Elektronik,5,Taman Sari,Jakarta Barat,DKI Jakarta
7884,Oni Wijayanti,81233242887,oniwijayanti@gmail.com,6/15/2001,Wanita,ART,2,Pulo Gadung,Jakarta Timur,DKI Jakarta
7885,Adikara Sihombing,81959142887,adikarasihombing@gmail.com,1/21/1963,Pria,Cleaning Service,3,Pagedangan,Kabupaten Tangerang,Banten
7886,Intan Pertiwi,81545442887,intanpertiwi@gmail.com,9/21/2003,Wanita,Teknisi Komputer,12,Ciracas,Jakarta Timur,DKI Jakarta
7887,Daru Tarihoran,81792042887,darutarihoran@gmail.com,11/26/1987,Pria,Cleaning Service,15,Kebon Jeruk,Jakarta Barat,DKI Jakarta
7888,Danuja Maheswara,81960042887,danujamaheswara@gmail.com,8/5/1970,Pria,Supir,12,Cikupa,Kabupaten Tangerang,Banten
7889,Lidya Fujiati,81263242887,lidyafujiati@gmail.com,12/22/1973,Wanita,ART,8,Kemayoran,Jakarta Pusat,DKI Jakarta
7890,Martana Waskita,81327942887,martanawaskita@gmail.com,3/7/1985,Pria,Supir,15,Legok,Kabupaten Tangerang,Banten
7891,Kasiran Firgantoro,81174642887,kasiranfirgantoro@gmail.com,11/2/1976,Pria,Supir,13,Setiabudi,Jakarta Selatan,DKI Jakarta
7892,Mumpuni Habibi,81231542887,mumpunihabibi@gmail.com,2/8/1963,Pria,Supir,8,Grogol Petamburan,Jakarta Barat,DKI Jakarta
7893,Kuncara Zulkarnain,81707542887,kuncarazulkarnain@gmail.com,1/7/1990,Pria,Teknisi Komputer,7,Teluknaga,Kabupaten Tangerang,Banten
7894,Endah Uyainah,81328242887,endahuyainah@gmail.com,4/9/2001,Wanita,Teknisi Elektronik,8,Batuceper,Kota Tangerang,Banten
7895,Clara Hastuti,81495642887,clarahastuti@gmail.com,8/30/1979,Wanita,Teknisi Elektronik,1,Koja,Jakarta Utara,DKI Jakarta
7896,Galuh Nugroho,81970542887,galuhnugroho@gmail.com,10/14/1984,Pria,Supir,5,Teluknaga,Kabupaten Tangerang,Banten
7897,Muni Saptono,81583842887,munisaptono@gmail.com,12/5/1973,Pria,Supir,15,Sindang Jaya,Kabupaten Tangerang,Banten
7898,Cici Permata,81177242887,cicipermata@gmail.com,10/12/1973,Wanita,Babysitter,6,Kemiri,Kabupaten Tangerang,Banten
7899,Gilda Haryanti,81430642887,gildaharyanti@gmail.com,10/20/1993,Wanita,Babysitter,10,Kelapa Gading,Jakarta Utara,DKI Jakarta
7900,Titin Aryani,81824542887,titinaryani@gmail.com,10/28/1984,Wanita,Babysitter,4,Cisauk,Kabupaten Tangerang,Banten
7901,Ghani Waluyo,81931842887,ghaniwaluyo@gmail.com,2/20/1965,Pria,Cleaning Service,10,Neglasari,Kota Tangerang,Banten
7902,Galih Mangunsong,81272542887,galihmangunsong@gmail.com,5/14/1981,Pria,Tukang,12,Pasar Kemis,Kabupaten Tangerang,Banten
7903,Artanto Sinaga,81804042887,artantosinaga@gmail.com,8/13/1982,Pria,Teknisi Komputer,7,Larangan,Kota Tangerang,Banten
7904,Latif Mandala,81986442887,latifmandala@gmail.com,6/28/2002,Pria,Teknisi Komputer,2,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
7905,Shakila Kuswandari,81717842887,shakilakuswandari@gmail.com,1/4/1974,Wanita,Babysitter,9,Kebon Jeruk,Jakarta Barat,DKI Jakarta
7906,Dian Mulyani,81431642887,dianmulyani@gmail.com,4/2/1994,Wanita,Teknisi Komputer,9,Pesanggrahan,Jakarta Selatan,DKI Jakarta
7907,Nova Purwanti,81669442887,novapurwanti@gmail.com,4/5/1992,Wanita,Teknisi Komputer,12,Makasar,Jakarta Timur,DKI Jakarta
7908,Ulva Susanti,81304742887,ulvasusanti@gmail.com,4/16/1966,Wanita,ART,13,Rajeg,Kabupaten Tangerang,Banten
7909,Nugraha Narpati,81895942887,nugrahanarpati@gmail.com,8/5/1995,Pria,Teknisi Elektronik,10,Koja,Jakarta Utara,DKI Jakarta
7910,Taufik Wacana,81315442887,taufikwacana@gmail.com,4/12/1986,Pria,Tukang,14,Curug,Kabupaten Tangerang,Banten
7911,Purwadi Kuswoyo,81951042887,purwadikuswoyo@gmail.com,7/27/1988,Pria,Tukang,3,Kembangan,Jakarta Barat,DKI Jakarta
7912,Liman Prasetya,81958842887,limanprasetya@gmail.com,2/1/1979,Pria,Teknisi Elektronik,4,Cipondoh,Kota Tangerang,Banten
7913,Wawan Sitompul,81730942887,wawansitompul@gmail.com,2/19/1971,Pria,Teknisi Elektronik,1,Cilincing,Jakarta Utara,DKI Jakarta
7914,Raina Susanti,81913942887,rainasusanti@gmail.com,10/2/1990,Wanita,Babysitter,7,Cibodas,Kota Tangerang,Banten
7915,Galiono Waskita,81855542887,galionowaskita@gmail.com,11/18/1972,Pria,Cleaning Service,7,Pesanggrahan,Jakarta Selatan,DKI Jakarta
7916,Galuh Situmorang,81529642887,galuhsitumorang@gmail.com,1/10/2001,Pria,Tukang,5,Tigaraksa,Kabupaten Tangerang,Banten
7917,Uli Utami,81634542887,uliutami@gmail.com,7/15/1996,Wanita,ART,5,Cipayung,Jakarta Timur,DKI Jakarta
7918,Martani Simanjuntak,81279942887,martanisimanjuntak@gmail.com,8/28/1966,Pria,Tukang,2,Jambe,Kabupaten Tangerang,Banten
7919,Salimah Mardhiyah,81511842887,salimahmardhiyah@gmail.com,5/24/1971,Wanita,Teknisi Komputer,6,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
7920,Adhiarja Waskita,81440242887,adhiarjawaskita@gmail.com,3/15/1986,Pria,Cleaning Service,1,Tigaraksa,Kabupaten Tangerang,Banten
7921,Radika Waskita,81221142887,radikawaskita@gmail.com,6/18/1979,Pria,Teknisi Elektronik,11,Jatiuwung,Kota Tangerang,Banten
7922,Putri Lestari,81139342887,putrilestari@gmail.com,4/22/1998,Wanita,Teknisi Elektronik,11,Larangan,Kota Tangerang,Banten
7923,Estiawan Sitorus,81302642887,estiawansitorus@gmail.com,10/23/1998,Pria,Teknisi Elektronik,7,Pinang,Kota Tangerang,Banten
7924,Maida Laksita,81852742887,maidalaksita@gmail.com,4/23/1994,Wanita,ART,1,Cisoka,Kabupaten Tangerang,Banten
7925,Ira Lestari,81242742887,iralestari@gmail.com,11/9/1994,Wanita,Teknisi Komputer,12,Batuceper,Kota Tangerang,Banten
7926,Galak Hidayat,81710042887,galakhidayat@gmail.com,3/7/1999,Pria,Cleaning Service,13,Pasar Rebo,Jakarta Timur,DKI Jakarta
7927,Kemba Habibi,81825942887,kembahabibi@gmail.com,2/5/1991,Pria,Teknisi Komputer,10,Cengkareng,Jakarta Barat,DKI Jakarta
7928,Balapati Maryadi,81594642887,balapatimaryadi@gmail.com,11/24/1963,Pria,Supir,13,Kronjo,Kabupaten Tangerang,Banten
7929,Gina Padmasari,81523142887,ginapadmasari@gmail.com,12/28/1997,Wanita,Teknisi Komputer,3,Pasar Minggu,Jakarta Selatan,DKI Jakarta
7930,Galih Pranowo,81975342887,galihpranowo@gmail.com,6/24/2000,Pria,Supir,12,Kosambi,Kabupaten Tangerang,Banten
7931,Kartika Nuraini,81946942887,kartikanuraini@gmail.com,3/12/1971,Wanita,Teknisi Komputer,14,Jatinegara,Jakarta Timur,DKI Jakarta
7932,Rahayu Palastri,81492242887,rahayupalastri@gmail.com,8/17/1992,Wanita,Teknisi Komputer,3,Jatiuwung,Kota Tangerang,Banten
7933,Silvia Usada,81155042887,silviausada@gmail.com,9/22/1989,Wanita,Teknisi Komputer,1,Jatiuwung,Kota Tangerang,Banten
7934,Natalia Anggraini,81130742887,nataliaanggraini@gmail.com,2/15/1996,Wanita,Teknisi Komputer,6,Cipayung,Jakarta Timur,DKI Jakarta
7935,Yahya Januar,81138842887,yahyajanuar@gmail.com,11/29/1966,Pria,Cleaning Service,10,Neglasari,Kota Tangerang,Banten
7936,Budi Siregar,81826142887,budisiregar@gmail.com,12/16/1993,Pria,Teknisi Komputer,8,Cakung,Jakarta Timur,DKI Jakarta
7937,Nabila Farida,81228042887,nabilafarida@gmail.com,3/9/1998,Wanita,Teknisi Komputer,6,Pinang,Kota Tangerang,Banten
7938,Dimaz Mandala,81951542887,dimazmandala@gmail.com,3/5/1973,Pria,Tukang,14,Larangan,Kota Tangerang,Banten
7939,Bakti Hardiansyah,81805342887,baktihardiansyah@gmail.com,9/5/1998,Pria,Teknisi Komputer,8,Teluknaga,Kabupaten Tangerang,Banten
7940,Omar Latupono,81837042887,omarlatupono@gmail.com,12/22/1987,Pria,Tukang,12,Legok,Kabupaten Tangerang,Banten
7941,Ganda Budiman,81565542887,gandabudiman@gmail.com,11/1/1966,Pria,Teknisi Komputer,15,Penjaringan,Jakarta Utara,DKI Jakarta
7942,Umar Mahendra,81202842887,umarmahendra@gmail.com,12/29/2002,Pria,Tukang,11,Duren Sawit,Jakarta Timur,DKI Jakarta
7943,Najwa Oktaviani,81865542887,najwaoktaviani@gmail.com,10/7/1964,Wanita,ART,1,Larangan,Kota Tangerang,Banten
7944,Ibrahim Saefullah,81894942887,ibrahimsaefullah@gmail.com,10/30/1990,Pria,Cleaning Service,9,Tanah Abang,Jakarta Pusat,DKI Jakarta
7945,Lanjar Marbun,81875942887,lanjarmarbun@gmail.com,4/2/1975,Pria,Cleaning Service,2,Tanah Abang,Jakarta Pusat,DKI Jakarta
7946,Bella Yuniar,81318342887,bellayuniar@gmail.com,8/26/1987,Wanita,Teknisi Komputer,14,Pinang,Kota Tangerang,Banten
7947,Maman Tarihoran,81215142887,mamantarihoran@gmail.com,3/13/1992,Pria,Teknisi Elektronik,10,Sukadiri,Kabupaten Tangerang,Banten
7948,Ratih Permata,81282942887,ratihpermata@gmail.com,11/25/1996,Wanita,Teknisi Komputer,15,Jayanti,Kabupaten Tangerang,Banten
7949,Galuh Mahendra,81637242887,galuhmahendra@gmail.com,6/8/1983,Pria,Teknisi Elektronik,3,Balaraja,Kabupaten Tangerang,Banten
7950,Kasim Waluyo,81638242887,kasimwaluyo@gmail.com,6/5/1996,Pria,Teknisi Komputer,13,Jambe,Kabupaten Tangerang,Banten
7951,Ina Wahyuni,81751242887,inawahyuni@gmail.com,5/30/1986,Wanita,ART,1,Sawah Besar,Jakarta Pusat,DKI Jakarta
7952,Asirwanda Kuswoyo,81798242887,asirwandakuswoyo@gmail.com,9/22/1995,Pria,Teknisi Komputer,3,Mauk,Kabupaten Tangerang,Banten
7953,Margana Samosir,81335242887,marganasamosir@gmail.com,7/1/1978,Pria,Cleaning Service,13,Gunung Kaler,Kabupaten Tangerang,Banten
7954,Cinthia Yuniar,81384242887,cinthiayuniar@gmail.com,11/13/1973,Wanita,Babysitter,11,Cisoka,Kabupaten Tangerang,Banten
7955,Virman Dabukke,81705942887,virmandabukke@gmail.com,9/11/1999,Pria,Teknisi Elektronik,6,Makasar,Jakarta Timur,DKI Jakarta
7956,Reza Mandala,81577042887,rezamandala@gmail.com,12/27/1991,Pria,Supir,1,Palmerah,Jakarta Barat,DKI Jakarta
7957,Salsabila Uyainah,81274542887,salsabilauyainah@gmail.com,4/21/1965,Wanita,Teknisi Elektronik,13,Kosambi,Kabupaten Tangerang,Banten
7958,Vinsen Saefullah,81294142887,vinsensaefullah@gmail.com,1/30/1997,Pria,Cleaning Service,4,Grogol Petamburan,Jakarta Barat,DKI Jakarta
7959,Padmi Puspita,81621842887,padmipuspita@gmail.com,12/4/1966,Wanita,ART,4,Duren Sawit,Jakarta Timur,DKI Jakarta
7960,Cawuk Ardianto,81641242887,cawukardianto@gmail.com,5/22/1992,Pria,Teknisi Elektronik,9,Pagedangan,Kabupaten Tangerang,Banten
7961,Tugiman Hutapea,81295442887,tugimanhutapea@gmail.com,11/26/1978,Pria,Supir,14,Batuceper,Kota Tangerang,Banten
7962,Laswi Pangestu,81763642887,laswipangestu@gmail.com,5/27/1979,Pria,Cleaning Service,1,Cilincing,Jakarta Utara,DKI Jakarta
7963,Lantar Siregar,81777842887,lantarsiregar@gmail.com,12/7/1972,Pria,Teknisi Komputer,11,Jatiuwung,Kota Tangerang,Banten
7964,Rika Suryatmi,81836042887,rikasuryatmi@gmail.com,3/24/2003,Wanita,Teknisi Komputer,12,Rajeg,Kabupaten Tangerang,Banten
7965,Oman Marpaung,81766742887,omanmarpaung@gmail.com,8/12/1982,Pria,Cleaning Service,4,Grogol Petamburan,Jakarta Barat,DKI Jakarta
7966,Puput Wahyuni,81354642887,puputwahyuni@gmail.com,5/17/1968,Wanita,ART,15,Kebon Jeruk,Jakarta Barat,DKI Jakarta
7967,Emin Sirait,81154842887,eminsirait@gmail.com,4/18/1988,Pria,Cleaning Service,2,Cakung,Jakarta Timur,DKI Jakarta
7968,Kuncara Najmudin,81766642887,kuncaranajmudin@gmail.com,1/15/1986,Pria,Tukang,12,Jagakarsa,Jakarta Selatan,DKI Jakarta
7969,Vicky Winarsih,81424242887,vickywinarsih@gmail.com,1/14/1993,Wanita,Teknisi Elektronik,6,Gunung Kaler,Kabupaten Tangerang,Banten
7970,Cahyono Kusumo,81623842887,cahyonokusumo@gmail.com,7/17/1977,Pria,Supir,5,Benda,Kota Tangerang,Banten
7971,Lembah Widodo,81393842887,lembahwidodo@gmail.com,9/30/1975,Pria,Tukang,14,Pasar Rebo,Jakarta Timur,DKI Jakarta
7972,Umi Susanti,81290442887,umisusanti@gmail.com,7/20/1986,Wanita,Cleaning Service,14,Penjaringan,Jakarta Utara,DKI Jakarta
7973,Mahmud Firgantoro,81834242887,mahmudfirgantoro@gmail.com,2/11/1982,Pria,Tukang,13,Tigaraksa,Kabupaten Tangerang,Banten
7974,Galih Santoso,81909942887,galihsantoso@gmail.com,10/12/1998,Pria,Teknisi Komputer,3,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
7975,Sidiq Rajata,81617842887,sidiqrajata@gmail.com,3/15/1985,Pria,Teknisi Elektronik,11,Jambe,Kabupaten Tangerang,Banten
7976,Kamal Januar,81355342887,kamaljanuar@gmail.com,3/10/1969,Pria,Cleaning Service,12,Gambir,Jakarta Pusat,DKI Jakarta
7977,Galih Wijaya,81834042887,galihwijaya@gmail.com,7/21/1995,Pria,Supir,8,Cakung,Jakarta Timur,DKI Jakarta
7978,Hasta Najmudin,81318942887,hastanajmudin@gmail.com,1/2/1996,Pria,Cleaning Service,8,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
7979,Rahmi Mayasari,81156542887,rahmimayasari@gmail.com,9/26/1976,Wanita,Teknisi Elektronik,1,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
7980,Maida Kusmawati,81611142887,maidakusmawati@gmail.com,6/11/1963,Wanita,Cleaning Service,2,Solear,Kabupaten Tangerang,Banten
7981,Radit Dabukke,81884542887,raditdabukke@gmail.com,3/16/1980,Pria,Teknisi Komputer,3,Kramat Jati,Jakarta Timur,DKI Jakarta
7982,Soleh Pratama,81188342887,solehpratama@gmail.com,1/31/1967,Pria,Tukang,7,Pulo Gadung,Jakarta Timur,DKI Jakarta
7983,Raditya Mandala,81734442887,radityamandala@gmail.com,5/9/1977,Pria,Teknisi Komputer,6,Cakung,Jakarta Timur,DKI Jakarta
7984,Latika Susanti,81546342887,latikasusanti@gmail.com,6/16/1993,Wanita,Teknisi Elektronik,13,Batuceper,Kota Tangerang,Banten
7985,Wisnu Siregar,81680842887,wisnusiregar@gmail.com,1/3/2000,Pria,Teknisi Elektronik,9,Pagedangan,Kabupaten Tangerang,Banten
7986,Agnes Zulaika,81213542887,agneszulaika@gmail.com,1/25/2000,Wanita,Babysitter,5,Pagedangan,Kabupaten Tangerang,Banten
